ID,Event 1,Event 2,Label
104266,They (arrive) to the supermarket,Her child (race) towards the toy section,1
103095,He (arrive) at the park early,Davie (see) his dad,1
100246,They (get) to the gazebo,He (get) down on one knee,1
107359,He (invite) her to his house,He (cook) some steaks and some veggies,1
101801,He (enrol) in magician 's school,He (graduate) in twelve months,1
102872,The meals (end) up being very expensive,They (make) sure to pack snacks,1
108550,She (arrange) flowers into a bouquet,She (give) the bouquet to her mother,1
106117,They (scrub) the dishwasher filter,The dishes all (come) out clean now,1
102990,The clerk (come) prepared with a shotgun,The clerk (point) the shotgun,1
106583,The man (clear) his throat,People (expect) him to speak,1
106194,He (see) there was a sale,He (get) pants for half off,1
103077,The cashier (see) Alice,The police (arrest) Alice for shoplifting,1
102462,Linus (find) a blanket on the street,He (carry) the blanket with him,1
107779,She (send) her husband to the store,Her husband (pick) up the last ingredients,1
100260,Someone (find) Spot at the park,They (call) the number on the poster,1
103433,The cat (play) in a field,He (come) back with a mouse,1
103735,He (walk) straight to the central bank,He (walk) to a teller,1
102159,They (look) at the gift shop,They (walk) around some more,1
100090,I (find) Charlie Horse under my bed,I (look) at my dog,1
108077,She (go) to Coachella one day,They (dance) for a while,1
101450,He (decide) to start studying geometry,He (become) familiar with geometry,1
107221,The passengers (walk) towards the man,The man (worry) that they were aliens,1
105109,We (start) on our way,I (put) my wallet on the roof,1
106083,His mom (realize) he stole the candy,She (send) him back in the store,1
107866,She (suggest) that she try mud volleyball,They (join) a local team,1
103280,They (make) funny faces,The baby (begin) to laugh,1
103897,He (cut) the bread into thin slices,He (spread) butter over the delicate slices,1
107955,She (save) her money throughout the months,She (buy) her new home in Panama,1
106874,He (invite) all his friends over,He (make) four different dishes,1
106282,The cashier (call) management,Management (get) the money from another till,1
107773,The driver (get) into his car,He (run) through the checklist,1
108671,He (practice) everyday for a month,He (hit) a homerun,1
101061,Casey (buy) a new golden retriever puppy,He (work) very hard,1
104615,He (fix) cars for a living,A customer (come) up to him,1
105235,She (go) for tutoring,The tutors (help) her grasp the ideas,1
104792,He (feel) that he was fat,He (decide) to start working out,1
100199,She (attempt) cooking spaghetti for her friends,She tried cooking something (go) wrong,1
108251,He (see) a turtle on the roadway,He (swerve) a bit,1
104253,The baby (start) crying,She (change) the baby 's diaper,1
104580,He (go) to the tryouts fully prepared,He (get) a spot on the team,1
100945,Molly (go) to the pet store,She (see) all of the animals,1
105175,We (go) to a restaurant,She (order) cherries jubilee,1
101915,The glass immediately (fall),Wine (spill) all over,1
102767,I (hear) a noise,I (check) in my closet,1
104200,I(take) the quiz,I (get) the general questions right,1
107809,They (feel) dumb dancing in the foam,They (avoid) the party,1
101718,We (go) kayaking together,She (calm) me down,1
104722,He (decide) to pack up his stuff,He (move) to the big city,1
104274,He (bring) her in,They (fill) a bag with treats,1
104507,He (go) to the show,He finally (win) an award,1
108452,The man (open) the fridge,He (look) for a beer,1
101428,She (write) things down,She (misplace) her notes,1
104835,He (hear) his school listed,He excitedly (jump) back into his bed,1
104823,She (hear) about a contest,They (enter) the sweepstakes,1
101223,She (call) her boyfriend,He (use) the TTC to travel,1
107697,I (draw) cartoons with a friend,We (meet) about once every two weeks,1
101204,He (go) to the music store,They (get) to the counter,1
100545,The power (go) out,He (get) so cold he gets sick,1
101853,He (raise) a foot off the ground,The ball (go) in,1
108980,He (go) to several auditions,He (land) a gig with one,1
105459,The kids (put) on a play,This (distract) the kids,1
107650,He (see) the chest,His grandfather 's eyes (light) up,1
105559,Her puppy (chew) up the pages,She (call) her friend to apologize,1
103384,I (contact) customer service,We (post) neutral feedback on the service,1
105252,A little boy (see) her,He (call) Mary 's parents,1
102438,They (write) a song,An editor (review) the notes,1
104884,The man (drive) in the desert,He (drive) into a dust storm,1
107826,She (drive) down on Sunday,I (go) along for the ride,1
101743,The exhibits (scare) him,He (try) to be brave,1
106915,The man (bring) the cat inside,The cat (refuse) to budge,1
104611,She (perfect) her voice,She (submit) tapes to studios,1
107716,I (put) bait on my hook,I (cast) my hook into the water,1
100597,The United States (elect) a xenophobic President,He (build) a giant wall,1
107440,They (decide) to make a regular cake,She (serve) the cake for the party,1
102235,He (drive) through town,They (drive) down the dirt road,1
108662,She (go) to the craft store,She (decide) to pick five neon colors,1
102720,The air conditioning (break) at my house,I (decide) to buy a fan,1
103256,We each (grab) a bucket,We (go) to the orchard,1
102543,They (sort) papers at the office,Her boss (approve) of the good job,1
106050,The woman (go) for a run,She (stop) to stretch,1
103321,I (change) my computer background,I (choose) a pink background with sparkles,1
101167,They (decide) to create a delicious smoothie,She (add) lots of fresh fruits,1
101266,They (walk) into the bar,She (smile) at him,1
104422,Her mind (go) blank,She (prefer) to call him,1
102862,She (break) into his house,Her boyfriend (wake) up,1
107339,They (get) a call from the lawyer,She (go) to pick up the check,1
103358,I (go) to the supermarket,I (hide) some cheese in my pocket,1
105005,They never really (pay) attention,He (ask) them to stop several occasions,1
106539,I (buy) my child several new binkies,They all (seem) to disappear,1
105146,He (drive) his friends around while drinking,They (get) into a car accident,1
104362,The woman (buy) the glasses,She (become) her favorite glasses,1
102774,I (work) there with all my friends,We (goof) off a lot,1
108134,He (spend) months studying and practicing,He (go) on his first solo flight,1
106785,He (start) hitting on me,I just (watch) quietly,1
102489,The man (listen) through the wall,He (hear) voices arguing,1
106733,They (shoo) them away,She (check) every piece of candy,1
106504,They (begin) moving in,He (find) extensive damage to the house,1
104027,Our condo fire alarm (go) off,The firefighters (come) said everything was ok,1
100258,He (break) the window,He (pawn) all the jewelry for cash,1
106296,The boy (take) a test,They (grade) the test,1
107520,She (meet) Sean at the movies,He (greet) her with a hug,1
102189,He (tell) me to be irresponsible,I (hang) up the phone on him,1
101766,She (sleep) through her alarm,She (wake) up twenty minutes late,1
101082,She immediately (go) limp,He (carry) her outside,1
104927,I (visit) the casino last night,I (bring) a hundred dollars with me,1
101628,I (hear) the amount I owed,She (take) a moment,1
106582,He (demand) to eat the first bite,His family (agree) to his demand,1
100537,The headache (go) away,She (fail) the test anyway,1
100617,She (get) ideas for refreshing her wardrobe,She (walk) the mall,1
105784,She (apply) for the job,They (become) a fierce and famous pirate,1
104832,They (run) out the door one day,She (go) out looking for him,1
108294,I (lift) my arm,The ball (land) on my arms,1
103181,They (take) out a bag of treats,The puppy (stop) immediately,1
106949,The lights (go) out at work,The manager (ask) where a flashlight was,1
101006,They (work) for months,He soon (begin) attracting lots of clients,1
101852,The man (understand) what this meant,He (close) his eyes said a prayer,1
107782,He (go) to his church,He (clean) the floors and the bathrooms,1
102300,He (stop) the ball with his arm,He (break) his arm,1
106350,The man (break) a stick,His friend (get) upset,1
100289,Spot (hear) the water running,They (look) everywhere for Spot,1
107667,They (decide) to go fishing,He (pack) up his gear,1
106054,He (see) a big green slide,They (run) to the slide,1
104581,The police (stop) me,They (tow) my scooter,1
106572,The TV (keep) returning an error message,The cable company (fix) the problem,1
107178,The farmers (load) their horse drawn cart,The horses suddenly (bolt),1
100309,He (wake) up the next morning,He (hope) the forecast had been right,1
105474,They (visit) a local store,He (look) over what they sold briefly,1
104972,They (plant) some vegetable plants,They (wait) all summer long,1
102177,The boat (break) apart,He (fall) into the sea,1
103140,The dog (look) curiously around the surroundings,He (return) the dog to his neighbor,1
101914,I (go) to the airport yesterday,I was hungry I (look) for food,1
106023,He (take) him to the park,They (play) a few rounds of catch,1
105826,He (seem) to be healthy,He (die) at a young age,1
103462,I (look) at him,My facade (fall) beside me,1
101335,She (decide) to get a haircut,They (find) a hairstylist,1
101714,The vending machine (eat) her money,The soda (fall) out,1
106942,We (go) to his house,We (talk) like him for fun,1
106646,I (take) some to my friends nearby,They really (appreciate) them,1
106403,A friend (invite) him to church,He (decide) to go with his friend,1
106434,He (buy) a piano,His fingers (hurt) very much,1
103395,The man (order) a pizza with pesto,They (make) the pizza with red sauce,1
106222,The man (leave) the bar,The man (ask) why,1
106215,They (pick) me up,We (plan) to watch a movie,1
100330,She (decide) to alter her diet,She (begin) to eat more food,1
102975,She (approach) the bird,He (start) yelling at her,1
102384,She (slap) him in the face,They (end) up alone,1
107617,They (call) a repairman,The repairman (fix) the freezer,1
105833,My boss (come) by,I (get) in trouble,1
